"","n_chars","n_charsperword","scrabblescore","maxchars","Flesch","Flesch.Kincaid","Spache","SMOG","Scrabble","FOG"
"605",824,5.80985915492958,1274,14,33.3141258741259,11.8422377622378,6.07395804195804,14.4240112033211,1.61061946902655,17.227972027972
"606",763,4.8974358974359,1180,12,67.1259005145798,7.48752429959977,5.34762264150943,10.4368695888442,1.64804469273743,10.3101200686106
"607",851,5.46153846153846,1259,14,38.6159756097561,13.6934843205575,7.64385714285714,15.5328466114074,1.57446808510638,17.4202090592334
"608",926,4.72959183673469,1489,14,73.6404326923077,5.00644230769231,2.90366346153846,8.07648339933343,1.65628476084538,6.94230769230769
"609",886,4.95530726256983,1542,12,62.8600968342645,7.45617877094972,4.85153668528864,9.55858380509664,1.82485207100592,9.01914338919926
"610",945,5.5,1469,15,31.3422727272727,15.1338961038961,7.80128571428571,16.0843908110934,1.62527716186253,18.238961038961
"611",1018,5.53804347826087,1596,16,33.1769945355192,13.6831693989071,7.19692896174863,15.021129683784,1.61049445005045,16.6579234972678
"612",752,4.67701863354037,1179,13,47.3854878048781,12.4703135888502,7.09385714285714,14.348710955822,1.6685552407932,15.9567944250871
"613",880,4.42713567839196,1462,18,64.0443349753695,11.5308374384236,6.18770443349754,11.2081432601887,1.72899408284024,14.3586206896552
"614",966,5.55747126436782,1493,16,12.3103283898305,17.03875,7.73725494350283,18.9039362511311,1.58660998937301,22.6353107344633
"615",730,5.11188811188811,1153,15,49.8791608391608,9.53174825174825,6.24598601398601,11.9119459872847,1.62853107344633,12.4727272727273
"616",777,4.8625,1193,13,54.7691666666667,8.9325,5.44983333333333,12.1617449614717,1.59279038718291,12.8333333333333
"617",811,4.51111111111111,1200,13,61.7143191340782,10.2099930167598,5.51944762569832,12.3848068206593,1.53452685421995,13.6427374301676
"618",951,5.37853107344633,1670,14,45.606122881356,10.5625,5.87199858757062,12.8854716360131,1.82314410480349,13.809604519774
"619",709,4.82993197278912,1176,14,52.304,12.1746666666667,6.52666666666667,12.7450848689565,1.7319587628866,14.5333333333333
"620",931,5.26553672316384,1461,13,28.841792929293,14.0946212121212,6.65931313131313,14.7121929951086,1.60373216245884,16.2313131313131
"621",844,5.82758620689655,1308,16,15.6450510204082,17.1636394557823,7.86295578231292,19.1179872345764,1.62282878411911,22.5891156462585
"622",721,4.68831168831169,1149,19,63.1430032467533,9.23438311688312,6.07656168831169,12.6026179579711,1.65800865800866,13.4142857142857
"623",889,5.42682926829268,1370,13,41.3277155172414,12.8982471264368,7.20224425287356,14.9062281516336,1.63095238095238,16.516091954023
"624",783,4.83950617283951,1371,18,48.5454656999443,10.1694590072504,5.31948466257669,13.8858455791492,1.81938911022576,15.497824874512
"625",876,5.48125,1350,13,27.191975931677,14.4662034161491,6.45561568322981,16.0618794286456,1.58519388954172,18.2363354037267
"626",922,4.90957446808511,1556,13,58.8689473684211,9.76842105263158,5.80642105263158,12.1617449614717,1.73081201334816,12.8631578947368
"627",964,4.9234693877551,1455,18,59.7683040201005,8.45407394113424,5.3869687724336,11.6299384880552,1.60242290748899,11.9168700646088
"628",928,4.83854166666667,1440,14,64.5372444653792,8.61645784267546,6.05350259067357,10.637119530657,1.59468438538206,10.9560056523787
"629",930,5.54166666666667,1326,14,50.878185483871,11.9387903225806,6.8227876344086,13.4278998087156,1.6159509202454,14.8913978494624
"630",926,4.87894736842105,1467,11,59.4411701570681,9.71345026178011,6.23292722513089,11.7929086890236,1.63545150501672,12.4567539267016
"631",860,4.83707865168539,1365,13,56.6917736486487,11.0968581081081,6.07226013513513,13.6240850523953,1.6501210653753,15.0878378378378
"632",1007,5.22279792746114,1527,17,44.2664444444445,12.6056666666667,6.46388888888889,14.0681762864147,1.56893004115226,15.4888888888889
"633",902,4.703125,1484,13,66.5187624940505,8.29490718705379,4.69193717277487,10.637119530657,1.6844494892168,10.9245121370776
"634",821,4.59217877094972,1264,13,60.3760674157303,7.99666131621188,5.00754093097913,11.3511462781475,1.5819774718398,11.6025682182986
"635",639,4.53900709219858,1029,12,63.706073943662,8.78320422535211,5.75182042253521,11.4567871789231,1.67862969004894,11.8887323943662
"636",920,5.0327868852459,1531,12,48.7314735264736,10.5726173826174,5.31924175824176,13.3192978301789,1.71444568868981,14.3104895104895
"637",822,4.98787878787879,1346,14,54.2621889554225,10.3005588822355,5.0155994677312,12.4579756021291,1.70379746835443,13.1707252162342
"638",883,4.55670103092783,1401,12,84.7064437145417,4.32332039414751,4.26726784114661,6.52297701257288,1.67664670658683,5.85356822932219
"639",974,4.9492385786802,1597,15,56.7186878172589,10.2422385786802,4.99904517766497,11.7929086890236,1.70255863539446,12.5500507614213
"640",709,4.3558282208589,1151,22,62.7094444444445,8.98432098765432,4.86169135802469,11.4295279006165,1.6657018813314,11.8913580246914
"641",1016,5.1105527638191,1601,17,57.2504545454545,9.79090909090909,6.057,12.2434900209803,1.65563598759049,12.8727272727273
"642",815,5.26451612903226,1364,14,37.991320754717,13.60316262354,6.34705121293801,15.3434653130238,1.73946360153257,17.1360287511231
"643",856,5.52903225806452,1344,15,32.6705660377359,14.3453009883199,7.12063611859838,14.9556083604587,1.6173285198556,16.632884097035
"644",776,4.7962962962963,1234,15,59.491595505618,9.38346067415731,6.68246292134832,12.8575563523716,1.69463548830812,13.6368539325843
"645",922,4.63819095477387,1498,13,61.7987966417911,10.8813868159204,6.10609017412935,11.4567871789231,1.69152542372881,13.4330845771144
"646",739,4.83660130718954,1180,14,46.7634210526316,12.1312030075188,6.03774436090226,12.5409005716228,1.64574616457462,13.6857142857143
"647",716,4.39877300613497,1188,14,59.5783333333333,10.6986772486773,5.48397707231041,11.2081432601887,1.70935251798561,12.7139329805996
"648",943,4.96842105263158,1433,12,74.564269005848,5.48140350877193,4.48253801169591,8.16726864875853,1.6119235095613,7.16959064327485
"649",977,5.01538461538462,1488,15,47.2072867853796,11.0562230552952,5.6249587628866,13.7470430468172,1.56796628029505,14.8895970009372
"650",963,5.18279569892473,1555,16,37.3332432432433,14.6176833976834,6.56064092664093,15.9031890086143,1.65249734325186,18.1389961389961
"651",771,4.76543209876543,1302,13,57.378198757764,10.9700621118012,6.24324223602484,10.6088406372146,1.736,12.1813664596273
"652",902,5.18965517241379,1436,14,43.5596134393064,12.5558887283237,5.88256141618497,15.0781661245974,1.63740022805017,16.7424855491329
"653",901,5.15428571428571,1380,16,58.3847542372881,9.513,5.95098248587571,12.5161,1.62352941176471,13.1816949152542
"654",747,5.30496453900709,1132,13,57.5283586132178,7.94887323943662,5.44548104008667,11.051253699012,1.57880055788006,11.4114842903575
"655",959,5.13368983957219,1479,12,37.9553225806452,14.5664055299539,5.85801382488479,16.7851755709684,1.57844183564568,19.2307219662058
"656",789,5.16339869281046,1249,15,41.7263157894737,12.1594736842105,5.97905263157895,14.3746522874601,1.61997405966278,15.7578947368421
"657",710,4.28313253012048,1160,11,65.8006358768407,8.66357429718876,4.81728380187416,11.2081432601887,1.67388167388167,11.7151271753681
"658",915,5.03296703296703,1387,15,46.6303890423573,10.5024447513812,5.65535405156538,12.6026179579711,1.56900452488688,13.3261510128913
"659",813,5.3202614379085,1358,15,41.1689772727273,12.2993181818182,6.2895487012987,14.1917855916635,1.7103274559194,15.4922077922078
"660",685,4.66666666666667,1039,14,66.3667047184171,8.03255707762557,5.48627245053272,11.4295279006165,1.60835913312693,11.6943683409437
"661",881,4.69148936170213,1393,11,51.1325,11.9654255319149,6.38122340425532,13.6240850523953,1.6563614744352,15.1446808510638
"662",801,4.40659340659341,1312,20,74.4513833992095,7.03037549407115,4.46560869565217,9.80015041476705,1.69161290322581,9.95177865612648
"663",825,4.25773195876289,1350,11,91.7172679188256,2.46438471502591,2.86416601899827,6.42735559955562,1.74644243208279,4.87469775474957
"664",886,4.92777777777778,1398,13,48.7559090909091,10.5240404040404,6.23788888888889,13.3192978301789,1.61245674740484,14.3232323232323
"665",802,4.64161849710983,1310,17,65.2175,7.765,5.33533908045977,10.5042237277757,1.6816431322208,10.3977011494253
"666",678,4.24375,1106,11,63.2203655660378,9.37886006289309,5.17834040880503,11.933033282914,1.69631901840491,12.7298742138365
"667",910,4.95108695652174,1433,12,52.2871497584541,11.0452898550725,6.11864734299517,13.2054372975171,1.65282583621684,14.2647342995169
"668",913,5.44047619047619,1540,18,40.3592483660131,12.3225490196078,6.46573202614379,15.021129683784,1.73618940248027,16.7320261437909
"669",922,4.98918918918919,1464,13,57.4175030851501,8.82427807486631,5.51290744549568,10.72776288845,1.66552901023891,10.6736322501028
"670",668,4.7112676056338,1096,11,67.745625,8.1887145390071,5.11786613475177,10.1257567015968,1.68356374807988,10.4542553191489
"671",869,4.39393939393939,1349,14,58.9164805692392,10.6450903119869,5.52910892172961,11.8554640767504,1.61197604790419,13.160153256705
"672",944,4.97368421052632,1503,14,58.848125,9.02604166666667,5.58458333333333,11.6982194121683,1.64332603938731,12.025
"673",907,4.88172043010753,1423,12,63.6726351351352,8.97418918918919,6.31047297297297,9.64263291232953,1.60428410372041,10.2108108108108
"674",585,3.88079470198675,908,11,92.76725,1.87283333333334,2.28991666666667,5.98547313738944,1.63603603603604,4.1
"675",1002,5.09137055837563,1594,12,47.9773863636364,12.7160353535354,6.51132575757576,14.7317425330612,1.63487179487179,16.5666666666667
"676",1046,5.42487046632124,1601,22,36.3220673076923,14.2485576923077,6.38375961538461,14.7317425330612,1.58102766798419,16.5192307692308
"677",931,4.73096446700508,1555,12,77.2005005640158,5.21031302876481,4.06449605188945,8.16726864875853,1.75706214689266,7.22041737168641
"678",875,4.83977900552486,1323,18,63.6513743455498,7.77050486163052,6.0877961854899,11.2081432601887,1.61735941320293,11.3210172026926
"679",928,4.81347150259067,1559,13,50.2875,12.2075,6.59529166666667,13.8166696488959,1.72265193370166,15.4333333333333
"680",810,4.50555555555556,1326,13,65.6087845303868,10.5318547750592,5.9622999210734,10.6088406372146,1.68917197452229,12.9947908445146
"681",698,4.62913907284768,1121,12,80.5671176470588,4.2138431372549,3.4213137254902,8.3133327698286,1.65339233038348,7.26274509803922
"682",838,4.74011299435028,1320,14,67.165,9.605,5.492,9.51614450430714,1.64544319600499,11.3739130434783
"683",821,4.61797752808989,1312,13,58.065,11.5485714285714,6.23042857142857,12.5409005716228,1.65031446540881,14.5079365079365
"684",927,5.07103825136612,1551,18,47.4655217391305,11.2099130434783,6.09409565217391,11.7929086890236,1.71270718232044,12.36
"685",906,4.98351648351648,1475,14,42.7148238950276,12.9221477900553,6.11485704419889,12.3848068206593,1.66103603603604,13.6908839779006
"686",956,4.85786802030457,1497,13,64.4393413729128,8.69786641929499,5.32520408163265,12.0792533252484,1.60967741935484,12.6374768089054
"687",590,4.22142857142857,1057,11,67.071912470024,9.65938848920863,5.40892925659472,13.0238667986669,1.83826086956522,14.4465227817746
"688",908,4.78421052631579,1481,15,57.2871146015125,10.5411169284468,6.18919255381036,10.9805187677557,1.67800453514739,12.0490983129727
"689",824,4.82456140350877,1311,15,65.8447368421053,8.79543859649123,5.25975438596491,10.7460950330385,1.63670411985019,11.3426900584795
"690",939,4.79591836734694,1522,13,64.2199319727892,8.3595918367347,4.47614965986395,10.317481424215,1.68923418423973,10.4108843537415
"691",892,4.67539267015707,1376,15,59.7316028708134,9.21899521531101,5.55426315789474,11.741389052701,1.57798165137615,12.1722488038278
"692",935,5.14285714285714,1414,20,60.9890368852459,8.54110655737705,5.46162704918033,11.374738998889,1.56132596685083,11.5644808743169
"693",611,4.30985915492958,1009,11,72.0133974358975,9.13576923076923,4.34563053613054,9.2995712137729,1.70151770657673,11.4913752913753
"694",873,4.72432432432432,1472,17,61.1788011695907,9.97070175438597,5.58712865497076,12.8389015771007,1.74258600237248,13.9181286549708
"695",981,4.93467336683417,1664,12,50.11375,12.4180555555556,5.3517297979798,14.3746522874601,1.72256728778468,16.1626262626263
"696",1024,5.31088082901554,1717,21,54.292380952381,9.74428571428572,5.85676190476191,12.1617449614717,1.73860182370821,12.6557823129252
"697",970,4.97948717948718,1606,14,56.1124312714777,9.4490206185567,5.40485738831615,11.2081432601887,1.71764705882353,11.4151202749141
"698",962,4.86363636363636,1543,15,57.7047850362926,10.7036850921273,5.97163037409269,13.5591,1.65203426124197,14.8745951982133
"699",902,4.49253731343284,1601,21,83.6548899676376,5.0028932038835,3.99257799352751,8.02120363749584,1.8538283062645,7.62925566343042
"700",778,4.75,1231,14,53.735649749024,9.44553262688232,5.0679509202454,13.1726686341604,1.63046357615894,14.2708310094813
"701",904,4.59390862944162,1437,12,43.8450510204082,13.230306122449,6.38472448979592,16.0618794286456,1.63854047890536,18.1673469387755
"702",780,4.31491712707182,1220,13,72.7259090909091,7.18070707070707,4.689,10.0189312421608,1.62018592297477,10.1010101010101
"703",754,4.96710526315789,1207,17,48.0819485294118,11.3040441176471,5.6528635620915,14.0058448600213,1.64754098360656,15.2316993464052
"704",884,5.33132530120482,1396,14,49.259011627907,11.7298837209302,5.93026744186046,13.0238667986669,1.64622641509434,14.1813953488372
"705",925,5.20224719101124,1426,14,42.8732960893855,13.6320191540303,6.91403671189146,14.9556083604587,1.60766629086809,16.9324820430966
"706",900,5.00555555555556,1426,12,46.7575,12.3272222222222,6.61594444444444,13.4278998087156,1.65813953488372,14.7777777777778
"707",806,4.61142857142857,1353,11,61.6252272727273,10.9100324675325,5.93764935064935,11.2081432601887,1.73555840821566,13.238961038961
"708",788,4.58720930232558,1314,11,80.8568730650155,4.48030959752322,3.17085448916409,8.84184627477888,1.7154046997389,8.00013759889921
"709",848,4.87931034482759,1333,18,59.8605555555556,9.82333333333334,5.72402122347066,11.6451593390762,1.64567901234568,12.405493133583
"710",980,5.08290155440415,1489,21,51.0214246231156,11.0865778894472,5.95132211055276,13.506818969022,1.57248677248677,14.5931658291457
"711",958,5.3876404494382,1538,14,33.22,12.3522222222222,5.98177777777778,14.6729945984447,1.64914163090129,16.8888888888889
"712",788,4.45762711864407,1221,11,76.740101010101,4.98469696969697,3.56597474747475,7.98400078855034,1.61507936507937,6.86565656565657
"713",677,3.96491228070175,1104,11,92.8363554987213,2.146726342711,2.95217135549872,5.51147988428451,1.70633693972179,3.89769820971867
"714",634,4.07051282051282,1117,12,88.905,3.84,2.74176923076923,6.67199483983844,1.84933774834437,6.08205128205128
"715",655,4.37333333333333,1097,11,82.6278344519016,4.20212080536913,3.56697360178971,6.74215798458868,1.74403815580286,5.58407158836689
"716",850,4.5752688172043,1399,11,80.6140408701384,3.13624258404747,3.24389452867502,6.80765681536964,1.75533249686324,5.48055372445616
"717",885,4.92222222222222,1378,13,55.1972916666667,10.8602083333333,6.82783333333333,12.8389015771007,1.61747343565525,13.95
"718",858,4.74585635359116,1410,15,70.1006532356533,8.50545787545787,4.95314163614164,10.2541464325972,1.69064748201439,11.165811965812
"719",643,4.18181818181818,1068,10,86.9996470588235,3.65858823529412,2.85790588235294,8.02120363749584,1.72536348949919,6.95581699346405
"720",790,4.09844559585492,1311,9,90.900375,2.96545833333333,2.50393333333333,6.2581,1.7364238410596,5.09
"721",854,4.453125,1455,14,77.2081443298969,5.93284241531664,4.53365243004418,8.41807532609106,1.77101096224117,8.01708394698085
"722",750,4.90849673202614,1149,13,56.7148947368421,9.12484210526316,5.41135789473684,11.0035773159874,1.56539509536785,11.08
"723",928,4.88947368421053,1422,14,57.9515476190477,8.53002645502646,4.37503968253968,12.1617449614717,1.57824639289678,12.8074074074074
"724",821,5.40789473684211,1317,15,30.7124735099338,12.7268145695364,5.90729205298013,13.0238667986669,1.64625,13.9870198675497
"725",871,4.81767955801105,1352,13,56.6557651933702,9.85353038674033,5.83915524861878,13.1874277437157,1.625,14.0908287292818
"726",886,4.54871794871795,1409,16,66.5324068199841,7.68670103092784,4.83170261697066,9.66187529668081,1.64795321637427,9.47438540840603
"727",770,4.94230769230769,1324,12,49.1928225806452,10.2485483870968,5.7086935483871,12.3406265835799,1.75830013280212,12.9096774193548
"728",781,5.62589928057554,1245,14,22.8726086956522,15.7828985507246,7.06663768115942,17.1224134031937,1.62745098039216,19.6347826086957
"729",836,4.54891304347826,1399,14,66.1592192192193,9.13801801801802,5.05216816816817,10.7460950330385,1.72167487684729,11.6816816816817
"730",904,4.57070707070707,1510,13,76.061203891709,4.28165989847716,3.11854128595601,7.3011,1.78909952606635,5.87539763113367
"731",913,5.13483146067416,1510,13,51.5713014981274,9.7511797752809,5.86282209737828,12.4579756021291,1.70236753100338,13.1243445692884
"732",727,4.63694267515924,1144,13,66.9139423076923,6.98375,4.65948076923077,10.2148896796769,1.66618075801749,9.92307692307692
"733",831,4.95238095238095,1313,13,65.2214285714286,7.6402380952381,5.47680952380952,10.5042237277757,1.64125,10.3619047619048
"734",917,4.93548387096774,1389,18,51.1325,11.9654255319149,6.5556914893617,13.8166696488959,1.57013574660633,15.3574468085106
"735",778,4.89937106918239,1238,13,52.6920125786164,10.2987421383648,5.78786163522013,12.4579756021291,1.64846870838881,13.1044025157233
"736",938,4.96825396825397,1492,12,54.2327777777778,10.8843262411348,5.93442789598109,12.4579756021291,1.65410199556541,13.461938534279
"737",660,4.43624161073826,1010,14,69.8312961409396,8.14623322147651,5.16900083892617,10.1257567015968,1.59055118110236,10.6714765100671
"738",727,4.55,1257,15,63.5590277777778,9.42478395061729,6.19690432098766,12.3848068206593,1.78045325779037,13.2851851851852
"739",643,4.35135135135135,1092,11,68.0721196868009,9.93392617449664,5.92020917225951,10.1257567015968,1.7556270096463,12.3494407158837
"740",1122,6.00534759358289,1858,17,31.0842075202285,13.2373155640171,6.32335078534031,15.6687821403821,1.71560480147738,18.0449309852451
"741",759,4.63414634146341,1242,11,60.9883333333334,9.39,6.13909523809524,12.8389015771007,1.73463687150838,13.6571428571429
"742",942,5.06989247311828,1543,13,48.7819219219219,11.5618018018018,5.89433033033033,14.3947875807323,1.66991341991342,15.7897897897898
"743",869,4.75409836065574,1419,13,59.632760989011,10.593489010989,5.43922252747253,12.815532586355,1.67137809187279,14.1549450549451
"744",785,4.05154639175258,1220,10,88.9965040299367,3.50980138169258,4.29317645365573,6.93759751651926,1.62018592297477,5.94691997697179
"745",820,5.00609756097561,1304,14,59.1278824833703,8.7160088691796,5.313,11.9119459872847,1.64231738035264,12.3050997782705
"746",720,4.90476190476191,1093,15,73.5653943407586,6.40866947621915,4.49218543046358,8.29647343162057,1.59970674486804,7.87501505117399
"747",1015,5.02970297029703,1687,11,64.4482416044776,7.39096703980099,4.58602767412935,9.01766407581679,1.71095334685598,8.40808457711443
"748",796,4.52840909090909,1293,13,61.4074603174603,9.5247619047619,5.54206349206349,12.6503437912981,1.67922077922078,13.4920634920635
"749",822,4.98787878787879,1350,12,69.9712751004016,6.93632530120482,4.75331526104418,10.317481424215,1.67910447761194,10.1116465863454
"750",680,4.93478260869565,1012,12,68.9441267123288,8.17681506849315,6.34944178082192,11.2081432601887,1.63064516129032,11.6835616438356
"751",917,5.04395604395604,1473,16,60.6524884898711,8.54664364640884,5.02109990791897,10.8641950220408,1.66252821670429,10.895211786372
"752",733,4.50306748466258,1246,11,66.2325,7.375,4.87398148148148,9.92862810862636,1.7774607703281,9.59753086419753
"753",846,4.67955801104972,1331,13,61.665,9.13,5.52477777777778,11.2081432601887,1.64931846344486,11.6444444444444
"754",937,4.81025641025641,1513,14,50.7320237551394,10.6775148469621,6.02086432160804,13.1726686341604,1.70574971815107,14.070534490635
"755",949,4.92227979274611,1483,15,56.6699536178108,9.78153988868275,5.36704081632653,11.9119459872847,1.63036303630363,12.4333951762523
"756",894,4.43069306930693,1526,11,87.7078595658073,3.29556987788331,2.82519651741294,7.16862163009434,1.78898007033998,5.84360018091362
"757",617,4.32167832167832,1018,10,78.5766197183099,4.81923541247485,2.98346881287726,8.41807532609106,1.73720136518771,7.4374245472837
"758",881,5.04,1402,13,47.1128967642527,10.6854545454545,6.08057627118644,13.4638468632411,1.70559610705596,14.5719568567026
"759",755,4.87741935483871,1305,14,63.08,10.1392857142857,6.55096428571429,11.4917042594398,1.77309782608696,12.8928571428571
"760",952,5.23626373626374,1650,14,29.3299590163934,16.74543715847,6.81398087431694,17.5058628484301,1.77610333692142,20.5060109289618
"761",754,5.35460992907801,1162,15,47.6696428571429,10.9578571428571,6.17364285714286,14.5545925495578,1.57880434782609,16.1428571428571
"762",797,4.0507614213198,1248,11,91.1790074211503,2.75495361781076,2.99210204081633,5.56502319628141,1.67292225201072,4.37996289424861
"763",859,4.77777777777778,1409,12,48.195,12.9252380952381,6.50376190476191,12.7854036406277,1.68540669856459,14.7301587301587
"764",867,5.01734104046243,1393,11,57.6206395348838,10.5636046511628,5.97794186046512,11.933033282914,1.64462809917355,13.0186046511628
"765",639,4.53900709219858,902,12,68.0238220230474,6.97834827144687,4.99283098591549,10.637119530657,1.48679867986799,10.5157490396927
"766",691,4.70748299319728,999,13,54.4757447552448,9.21357342657343,5.54314615384615,13.1874277437157,1.54643962848297,14.3913286713287
"767",918,4.71282051282051,1523,13,73.2709090909091,6.55298701298701,4.39957864357864,9.78424800736993,1.75143843498274,9.4955266955267
"768",977,4.98979591836735,1549,14,54.9264072194022,11.0360067681895,6.05476367738297,13.3837933970093,1.63569165786695,14.643880428652
"769",983,5.07216494845361,1583,16,58.6390384615385,8.5406043956044,4.74128021978022,11.6299384880552,1.65585774058577,11.9304029304029
"770",891,5.24705882352941,1416,28,39.6033035714286,13.1698214285714,7.47616071428571,15.5797418509248,1.66002344665885,17.4357142857143
"771",762,4.68098159509202,1211,14,53.5074369461486,10.2954192229039,5.21486162235855,12.8389015771007,1.63427800269906,13.624812542604
"772",779,4.69879518072289,1258,14,63.4281818181818,8.13878787878788,3.96490909090909,10.8321655054866,1.67733333333333,10.8484848484848
"773",885,4.89502762430939,1440,15,62.2975520611985,8.02895027624309,4.38236634084148,11.5131194142465,1.66859791425261,11.7570760730982
"774",823,4.20408163265306,1332,15,68.2868181818182,9.20010101010101,4.68766666666667,10.5042237277757,1.66167290886392,11.830303030303
"775",898,4.96685082872928,1405,13,57.755,10.1722222222222,6.54122222222222,11.8554640767504,1.59840728100114,12.6666666666667
"776",1072,5.39195979899498,1690,17,39.9335699329983,11.8091582914573,5.87965368509213,13.5591,1.62188099808061,14.6735343383585
"777",943,4.76767676767677,1428,12,54.2964625634518,11.803597715736,6.26096002538071,13.6240850523953,1.55048859934853,15.3322335025381
"778",789,4.29347826086957,1366,12,81.8666530054645,4.3662568306011,3.59189890710383,7.59495919318258,1.79500657030223,6.47103825136612
"779",672,4.77304964539007,1025,32,48.1301554001554,10.49337995338,6.19414296814297,14.0681762864147,1.65589660743134,15.5863247863248
"780",900,5.63125,1429,13,25.2210283018868,13.6915031446541,6.34767987421384,15.381575749823,1.62018140589569,17.9323270440252
"781",875,5.24550898203593,1446,14,51.645,11.0244444444444,6.63233333333333,12.2615562230906,1.77518427518428,13.1111111111111
"782",575,4.08510638297872,1006,8,93.330462184874,2.28747899159664,2.82689915966387,5.08855580680543,1.8158844765343,3.86554621848739
"783",827,4.45161290322581,1288,9,85.4084121621622,3.64452702702703,2.93068243243243,7.55417423666541,1.66193548387097,6.2945945945946
"784",741,4.88157894736842,1213,10,71.5882886023005,5.24854653189265,3.08685674451028,8.37147551617886,1.72056737588652,7.41735796444754
"785",700,4.38125,1126,13,71.5409669811321,6.57246855345912,4.89243867924528,9.72561119911124,1.66076696165192,9.3251572327044
"786",813,4.73255813953488,1277,11,57.0025328947368,10.618764619883,6.0266615497076,11.2081432601887,1.5982478097622,12.2926900584795
"787",821,4.83529411764706,1374,11,62.5888380849919,8.34619688004303,5.47776331360947,10.4368695888442,1.72613065326633,10.4058095750403
"788",663,4.88235294117647,1105,15,66.330699513382,9.67996350364963,6.59409610705596,11.2081432601887,1.74565560821485,12.6369829683698
"789",861,4.48958333333333,1429,13,78.670269960733,5.25201243455498,3.69191917539267,9.01766407581679,1.71961492178099,8.33520942408377
"790",824,5.32258064516129,1272,21,51.5120382165605,11.6463148316652,5.82763421292084,13.9251756759111,1.60682680151707,15.3408553230209
"791",667,4.63888888888889,1092,13,60.772837995338,10.7036013986014,5.43514102564103,12.4579756021291,1.67228177641654,14.0088578088578
"792",878,5.08092485549133,1387,14,47.3408350951374,10.5407399577167,4.93472093023256,13.1726686341604,1.61279069767442,14.1615221987315
"793",787,4.37777777777778,1324,11,84.7290983860956,3.91179702048417,3.23657945375543,7.38712966953809,1.75364238410596,6.21241464928616
"794",795,4.73809523809524,1286,13,57.5892857142857,11.1890476190476,4.73442857142857,13.0238667986669,1.65721649484536,14.6
"795",937,5.39080459770115,1456,15,57.8591014188124,9.09623751970573,5.50072832369942,11.9119459872847,1.61419068736142,12.3024697845507
"796",840,5.06626506024096,1336,17,47.0378571428571,11.9154761904762,6.42142857142857,14.5545925495578,1.66666666666667,16.0190476190476
"797",750,5.21527777777778,1218,13,40.5643356643357,12.6764435564436,6.51407392607393,13.256716698908,1.7034965034965,14.3252747252747
"798",972,5.23118279569892,1569,16,55.4547827225131,10.2694712041885,6.06119947643979,12.1617449614717,1.67521367521368,12.8756020942408
"799",916,5.91612903225806,1388,21,18.7070325900515,14.2409834190966,5.86334591194969,14.9376758128266,1.57013574660633,17.6057175528874
"800",904,5.14204545454545,1494,13,58.6,8.81222222222222,5.02511111111111,11.5380348314754,1.70319634703196,11.7777777777778
"801",915,4.84656084656085,1489,13,67.941052631579,7.15443609022557,5.27903759398496,10.1257567015968,1.69476082004556,9.84962406015038
"802",964,4.94871794871795,1524,14,71.7729815655891,5.82424258616083,5.16027945498263,10.3075183128099,1.66739606126915,10.2387389794283
"803",869,4.50777202072539,1384,11,80.7150815217392,4.07502717391304,3.37742028985507,6.49829394308,1.70653514180025,5.00579710144928
"804",652,4.24025974025974,972,11,81.5369117647059,3.99820261437909,3.02736928104575,7.98400078855034,1.62814070351759,6.79869281045752
"805",781,5.14473684210526,1317,11,48.6409503311258,10.2261523178808,5.47285496688742,13.506818969022,1.73517786561265,14.7817218543046
"806",840,5.03592814371257,1386,15,56.4561904761905,10.0221428571429,5.60219047619048,12.4579756021291,1.69437652811736,13.1809523809524
"807",877,4.52577319587629,1431,10,94.8753919438409,1.57277954203577,2.51698579308039,5.64237328013592,1.76885043263288,3.73384589670734
"808",830,4.54098360655738,1310,11,75.8267376373627,5.50888736263737,5.50460576923077,8.84184627477888,1.62128712871287,8.06648351648352
"809",777,4.03108808290155,1343,10,89.137875,3.21129166666666,2.50393333333333,7.73486329178997,1.8099730458221,6.54833333333333
"810",680,4.42207792207792,1085,9,78.258449197861,5.7992513368984,3.73546405228758,9.57394699021417,1.66156202143951,9.22376708259061
"811",804,4.3048128342246,1274,9,92.9830645161291,1.88342232109752,2.88990767519466,6.12958134069553,1.71929824561404,4.28594734890619
"812",756,4.82165605095541,1198,14,59.495837264151,9.898356918239,5.79720833333333,13.2279040752358,1.6625,14.2393081761006
"813",856,5.01169590643275,1354,14,63.4508838383839,9.26734848484849,5.30817676767677,11.8554640767504,1.64598540145985,12.5949494949495
"814",678,4.40909090909091,1144,11,87.0663235294118,3.22696078431373,3.18815359477124,7.16862163009434,1.77089783281734,5.75294117647059
"815",711,4.97902097902098,1104,11,53.1966118935837,9.75910798122066,5.51318153364632,12.6503437912981,1.60698689956332,13.3533646322379
"816",970,5.08376963350785,1546,14,45.511052631579,11.6315789473684,6.66957894736842,14.696529576185,1.62565720294427,16.2315789473684
"817",814,4.57865168539326,1331,13,67.1874730354391,7.88545454545455,4.55176271186441,10.8321655054866,1.67421383647799,10.9561376476631
"818",794,4.51704545454545,1372,12,68.6090178571429,9.12410714285714,4.617875,10.6863529731378,1.75672215108835,11.95
"819",936,4.93157894736842,1509,13,53.1571710526316,11.7451315789474,6.25169736842105,13.0238667986669,1.68603351955307,14.5526315789474
